pays,annee,icf,region,flag
Portugal,1976,2.81597,Europe,🇵🇹
Portugal,1977,2.68849,Europe,🇵🇹
Portugal,1978,2.45058,Europe,🇵🇹
Portugal,1979,2.31478,Europe,🇵🇹
Portugal,1980,2.25131,Europe,🇵🇹
Portugal,1981,2.12997,Europe,🇵🇹
Portugal,1982,2.07496,Europe,🇵🇹
Portugal,1983,1.95087,Europe,🇵🇹
Portugal,1984,1.902,Europe,🇵🇹
Portugal,1985,1.72094,Europe,🇵🇹
Portugal,1986,1.66192,Europe,🇵🇹
Portugal,1987,1.61814,Europe,🇵🇹
Portugal,1988,1.60983,Europe,🇵🇹
Portugal,1989,1.57243,Europe,🇵🇹
Portugal,1990,1.55649,Europe,🇵🇹
Portugal,1991,1.56165,Europe,🇵🇹
Portugal,1992,1.53852,Europe,🇵🇹
Portugal,1993,1.5173,Europe,🇵🇹
Portugal,1994,1.44591,Europe,🇵🇹
Portugal,1995,1.40988,Europe,🇵🇹
Portugal,1996,1.44401,Europe,🇵🇹
Portugal,1997,1.47292,Europe,🇵🇹
Portugal,1998,1.47375,Europe,🇵🇹
Portugal,1999,1.50214,Europe,🇵🇹
Portugal,2000,1.54889,Europe,🇵🇹
Portugal,2001,1.44941,Europe,🇵🇹
Portugal,2002,1.46448,Europe,🇵🇹
Portugal,2003,1.43894,Europe,🇵🇹
Portugal,2004,1.40365,Europe,🇵🇹
Portugal,2005,1.41356,Europe,🇵🇹
Portugal,2006,1.37297,Europe,🇵🇹
Portugal,2007,1.34866,Europe,🇵🇹
Portugal,2008,1.39235,Europe,🇵🇹
Portugal,2009,1.34348,Europe,🇵🇹
Portugal,2010,1.38969,Europe,🇵🇹
Portugal,2011,1.34672,Europe,🇵🇹
Portugal,2012,1.28038,Europe,🇵🇹
Portugal,2013,1.21268,Europe,🇵🇹
Portugal,2014,1.23537,Europe,🇵🇹
Portugal,2015,1.31229,Europe,🇵🇹
Portugal,2016,1.36665,Europe,🇵🇹
Portugal,2017,1.38424,Europe,🇵🇹
Portugal,2018,1.42352,Europe,🇵🇹
Portugal,2019,1.43696,Europe,🇵🇹
Portugal,2020,1.4199,Europe,🇵🇹
Portugal,2021,1.35124,Europe,🇵🇹
Portugal,2022,1.42574,Europe,🇵🇹
Portugal,2023,1.4477,Europe,🇵🇹
Suède,1960,2.17,Europe,🇸🇪
Suède,1961,2.202,Europe,🇸🇪
Suède,1962,2.236,Europe,🇸🇪
Suède,1963,2.315,Europe,🇸🇪
Suède,1964,2.448,Europe,🇸🇪
Suède,1965,2.401,Europe,🇸🇪
Suède,1966,2.356,Europe,🇸🇪
Suède,1967,2.266,Europe,🇸🇪
Suède,1968,2.07315,Europe,🇸🇪
Suède,1969,1.92822,Europe,🇸🇪
Suède,1970,1.92069,Europe,🇸🇪
Suède,1971,1.96131,Europe,🇸🇪
Suède,1972,1.9111,Europe,🇸🇪
Suède,1973,1.86604,Europe,🇸🇪
Suède,1974,1.87345,Europe,🇸🇪
Suède,1975,1.76743,Europe,🇸🇪
Suède,1976,1.68112,Europe,🇸🇪
Suède,1977,1.64414,Europe,🇸🇪
Suède,1978,1.59797,Europe,🇸🇪
Suède,1979,1.65553,Europe,🇸🇪
Suède,1980,1.67722,Europe,🇸🇪
Suède,1981,1.6339,Europe,🇸🇪
Suède,1982,1.62048,Europe,🇸🇪
Suède,1983,1.61262,Europe,🇸🇪
Suède,1984,1.65569,Europe,🇸🇪
Suède,1985,1.73916,Europe,🇸🇪
Suède,1986,1.79991,Europe,🇸🇪
Suède,1987,1.843,Europe,🇸🇪
Suède,1988,1.96188,Europe,🇸🇪
Suède,1989,2.01422,Europe,🇸🇪
Suède,1990,2.13116,Europe,🇸🇪
Suède,1991,2.11232,Europe,🇸🇪
Suède,1992,2.08615,Europe,🇸🇪
Suède,1993,1.99315,Europe,🇸🇪
Suède,1994,1.88265,Europe,🇸🇪
Suède,1995,1.73046,Europe,🇸🇪
Suède,1996,1.59857,Europe,🇸🇪
Suède,1997,1.52463,Europe,🇸🇪
Suède,1998,1.50481,Europe,🇸🇪
Suède,1999,1.4984,Europe,🇸🇪
Suède,2000,1.54399,Europe,🇸🇪
Suède,2001,1.56715,Europe,🇸🇪
Suède,2002,1.64908,Europe,🇸🇪
Suède,2003,1.7122,Europe,🇸🇪
Suède,2004,1.7519,Europe,🇸🇪
Suède,2005,1.76907,Europe,🇸🇪
Suède,2006,1.85374,Europe,🇸🇪
Suède,2007,1.87907,Europe,🇸🇪
Suède,2008,1.90683,Europe,🇸🇪
Suède,2009,1.9354,Europe,🇸🇪
Suède,2010,1.98496,Europe,🇸🇪
Suède,2011,1.90133,Europe,🇸🇪
Suède,2012,1.90549,Europe,🇸🇪
Suède,2013,1.88834,Europe,🇸🇪
Suède,2014,1.88067,Europe,🇸🇪
Suède,2015,1.84875,Europe,🇸🇪
Suède,2016,1.85344,Europe,🇸🇪
Suède,2017,1.78415,Europe,🇸🇪
Suède,2018,1.75652,Europe,🇸🇪
Suède,2019,1.70974,Europe,🇸🇪
Suède,2020,1.66899,Europe,🇸🇪
Suède,2021,1.67306,Europe,🇸🇪
Suède,2022,1.5252,Europe,🇸🇪
Suède,2023,1.45338,Europe,🇸🇪
Canada,1960,3.82,Amérique,🇨🇦
Canada,1961,3.761,Amérique,🇨🇦
Canada,1962,3.678,Amérique,🇨🇦
Canada,1963,3.588,Amérique,🇨🇦
Canada,1964,3.424,Amérique,🇨🇦
Canada,1965,3.075,Amérique,🇨🇦
Canada,1966,2.752,Amérique,🇨🇦
Canada,1967,2.541,Amérique,🇨🇦
Canada,1968,2.408,Amérique,🇨🇦
Canada,1969,2.356,Amérique,🇨🇦
Canada,1970,2.267,Amérique,🇨🇦
Canada,1971,2.101,Amérique,🇨🇦
Canada,1972,1.937,Amérique,🇨🇦
Canada,1973,1.849,Amérique,🇨🇦
Canada,1974,1.806,Amérique,🇨🇦
Canada,1975,1.799,Amérique,🇨🇦
Canada,1976,1.754,Amérique,🇨🇦
Canada,1977,1.725,Amérique,🇨🇦
Canada,1978,1.68,Amérique,🇨🇦
Canada,1979,1.673,Amérique,🇨🇦
Canada,1980,1.658,Amérique,🇨🇦
Canada,1981,1.632,Amérique,🇨🇦
Canada,1982,1.619,Amérique,🇨🇦
Canada,1983,1.607,Amérique,🇨🇦
Canada,1984,1.609,Amérique,🇨🇦
Canada,1985,1.594,Amérique,🇨🇦
Canada,1986,1.576,Amérique,🇨🇦
Canada,1987,1.563,Amérique,🇨🇦
Canada,1988,1.587,Amérique,🇨🇦
Canada,1989,1.643,Amérique,🇨🇦
Canada,1990,1.696,Amérique,🇨🇦
Canada,1991,1.723,Amérique,🇨🇦
Canada,1992,1.719,Amérique,🇨🇦
Canada,1993,1.693,Amérique,🇨🇦
Canada,1994,1.693,Amérique,🇨🇦
Canada,1995,1.674,Amérique,🇨🇦
Canada,1996,1.63,Amérique,🇨🇦
Canada,1997,1.569,Amérique,🇨🇦
Canada,1998,1.553,Amérique,🇨🇦
Canada,1999,1.541,Amérique,🇨🇦
Canada,2000,1.51,Amérique,🇨🇦
Canada,2001,1.531,Amérique,🇨🇦
Canada,2002,1.513,Amérique,🇨🇦
Canada,2003,1.535,Amérique,🇨🇦
Canada,2004,1.545,Amérique,🇨🇦
Canada,2005,1.566,Amérique,🇨🇦
Canada,2006,1.612,Amérique,🇨🇦
Canada,2007,1.656,Amérique,🇨🇦
Canada,2008,1.684,Amérique,🇨🇦
Canada,2009,1.675,Amérique,🇨🇦
Canada,2010,1.642,Amérique,🇨🇦
Canada,2011,1.627,Amérique,🇨🇦
Canada,2012,1.627,Amérique,🇨🇦
Canada,2013,1.612,Amérique,🇨🇦
Canada,2014,1.614,Amérique,🇨🇦
Canada,2015,1.601,Amérique,🇨🇦
Canada,2016,1.59,Amérique,🇨🇦
Canada,2017,1.548,Amérique,🇨🇦
Canada,2018,1.51,Amérique,🇨🇦
Canada,2019,1.476,Amérique,🇨🇦
Canada,2020,1.413,Amérique,🇨🇦
Canada,2021,1.43,Amérique,🇨🇦
Canada,2022,1.366,Amérique,🇨🇦
Canada,2023,1.349,Amérique,🇨🇦
Chili,1960,4.697,Amérique,🇨🇱
Chili,1961,4.655,Amérique,🇨🇱
Chili,1962,4.602,Amérique,🇨🇱
Chili,1963,4.536,Amérique,🇨🇱
Chili,1964,4.457,Amérique,🇨🇱
Chili,1965,4.364,Amérique,🇨🇱
Chili,1966,4.259,Amérique,🇨🇱
Chili,1967,4.144,Amérique,🇨🇱
Chili,1968,4.025,Amérique,🇨🇱
Chili,1969,3.902,Amérique,🇨🇱
Chili,1970,3.778,Amérique,🇨🇱
Chili,1971,3.654,Amérique,🇨🇱
Chili,1972,3.53,Amérique,🇨🇱
Chili,1973,3.409,Amérique,🇨🇱
Chili,1974,3.293,Amérique,🇨🇱
Chili,1975,3.182,Amérique,🇨🇱
Chili,1976,3.078,Amérique,🇨🇱
Chili,1977,2.981,Amérique,🇨🇱
Chili,1978,2.892,Amérique,🇨🇱
Chili,1979,2.812,Amérique,🇨🇱
Chili,1980,2.744,Amérique,🇨🇱
Chili,1981,2.689,Amérique,🇨🇱
Chili,1982,2.648,Amérique,🇨🇱
Chili,1983,2.619,Amérique,🇨🇱
Chili,1984,2.601,Amérique,🇨🇱
Chili,1985,2.592,Amérique,🇨🇱
Chili,1986,2.589,Amérique,🇨🇱
Chili,1987,2.59,Amérique,🇨🇱
Chili,1988,2.591,Amérique,🇨🇱
Chili,1989,2.589,Amérique,🇨🇱
Chili,1990,2.579,Amérique,🇨🇱
Chili,1991,2.558,Amérique,🇨🇱
Chili,1992,2.478,Amérique,🇨🇱
Chili,1993,2.43,Amérique,🇨🇱
Chili,1994,2.377,Amérique,🇨🇱
Chili,1995,2.353,Amérique,🇨🇱
Chili,1996,2.284,Amérique,🇨🇱
Chili,1997,2.202,Amérique,🇨🇱
Chili,1998,2.149,Amérique,🇨🇱
Chili,1999,2.074,Amérique,🇨🇱
Chili,2000,2.046,Amérique,🇨🇱
Chili,2001,2.007,Amérique,🇨🇱
Chili,2002,1.934,Amérique,🇨🇱
Chili,2003,1.885,Amérique,🇨🇱
Chili,2004,1.844,Amérique,🇨🇱
Chili,2005,1.825,Amérique,🇨🇱
Chili,2006,1.798,Amérique,🇨🇱
Chili,2007,1.826,Amérique,🇨🇱
Chili,2008,1.85,Amérique,🇨🇱
Chili,2009,1.855,Amérique,🇨🇱
Chili,2010,1.844,Amérique,🇨🇱
Chili,2011,1.823,Amérique,🇨🇱
Chili,2012,1.798,Amérique,🇨🇱
Chili,2013,1.786,Amérique,🇨🇱
Chili,2014,1.774,Amérique,🇨🇱
Chili,2015,1.737,Amérique,🇨🇱
Chili,2016,1.686,Amérique,🇨🇱
Chili,2017,1.563,Amérique,🇨🇱
Chili,2018,1.543,Amérique,🇨🇱
Chili,2019,1.43,Amérique,🇨🇱
Chili,2020,1.307,Amérique,🇨🇱
Chili,2021,1.176,Amérique,🇨🇱
Chili,2022,1.255,Amérique,🇨🇱
Chili,2023,1.167,Amérique,🇨🇱
Colombie,1960,6.735,Amérique,🇨🇴
Colombie,1961,6.712,Amérique,🇨🇴
Colombie,1962,6.663,Amérique,🇨🇴
Colombie,1963,6.584,Amérique,🇨🇴
Colombie,1964,6.475,Amérique,🇨🇴
Colombie,1965,6.333,Amérique,🇨🇴
Colombie,1966,6.159,Amérique,🇨🇴
Colombie,1967,5.957,Amérique,🇨🇴
Colombie,1968,5.737,Amérique,🇨🇴
Colombie,1969,5.506,Amérique,🇨🇴
Colombie,1970,5.276,Amérique,🇨🇴
Colombie,1971,5.057,Amérique,🇨🇴
Colombie,1972,4.857,Amérique,🇨🇴
Colombie,1973,4.68,Amérique,🇨🇴
Colombie,1974,4.527,Amérique,🇨🇴
Colombie,1975,4.398,Amérique,🇨🇴
Colombie,1976,4.285,Amérique,🇨🇴
Colombie,1977,4.163,Amérique,🇨🇴
Colombie,1978,3.998,Amérique,🇨🇴
Colombie,1979,3.888,Amérique,🇨🇴
Colombie,1980,3.798,Amérique,🇨🇴
Colombie,1981,3.706,Amérique,🇨🇴
Colombie,1982,3.618,Amérique,🇨🇴
Colombie,1983,3.501,Amérique,🇨🇴
Colombie,1984,3.35,Amérique,🇨🇴
Colombie,1985,3.225,Amérique,🇨🇴
Colombie,1986,3.147,Amérique,🇨🇴
Colombie,1987,3.087,Amérique,🇨🇴
Colombie,1988,3.039,Amérique,🇨🇴
Colombie,1989,3.012,Amérique,🇨🇴
Colombie,1990,2.995,Amérique,🇨🇴
Colombie,1991,2.982,Amérique,🇨🇴
Colombie,1992,2.983,Amérique,🇨🇴
Colombie,1993,2.978,Amérique,🇨🇴
Colombie,1994,2.937,Amérique,🇨🇴
Colombie,1995,2.85,Amérique,🇨🇴
Colombie,1996,2.768,Amérique,🇨🇴
Colombie,1997,2.743,Amérique,🇨🇴
Colombie,1998,2.717,Amérique,🇨🇴
Colombie,1999,2.637,Amérique,🇨🇴
Colombie,2000,2.574,Amérique,🇨🇴
Colombie,2001,2.522,Amérique,🇨🇴
Colombie,2002,2.489,Amérique,🇨🇴
Colombie,2003,2.45,Amérique,🇨🇴
Colombie,2004,2.384,Amérique,🇨🇴
Colombie,2005,2.309,Amérique,🇨🇴
Colombie,2006,2.241,Amérique,🇨🇴
Colombie,2007,2.195,Amérique,🇨🇴
Colombie,2008,2.155,Amérique,🇨🇴
Colombie,2009,2.096,Amérique,🇨🇴
Colombie,2010,2.01,Amérique,🇨🇴
Colombie,2011,1.938,Amérique,🇨🇴
Colombie,2012,1.899,Amérique,🇨🇴
Colombie,2013,1.86,Amérique,🇨🇴
Colombie,2014,1.822,Amérique,🇨🇴
Colombie,2015,1.771,Amérique,🇨🇴
Colombie,2016,1.719,Amérique,🇨🇴
Colombie,2017,1.717,Amérique,🇨🇴
Colombie,2018,1.715,Amérique,🇨🇴
Colombie,2019,1.71,Amérique,🇨🇴
Colombie,2020,1.694,Amérique,🇨🇴
Colombie,2021,1.68,Amérique,🇨🇴
Colombie,2022,1.663,Amérique,🇨🇴
Colombie,2023,1.645,Amérique,🇨🇴
Corée du Sud,1960,5.994,Asie,🇰🇷
Corée du Sud,1961,5.803,Asie,🇰🇷
Corée du Sud,1962,5.562,Asie,🇰🇷
Corée du Sud,1963,5.334,Asie,🇰🇷
Corée du Sud,1964,5.068,Asie,🇰🇷
Corée du Sud,1965,4.887,Asie,🇰🇷
Corée du Sud,1966,4.782,Asie,🇰🇷
Corée du Sud,1967,4.615,Asie,🇰🇷
Corée du Sud,1968,4.51,Asie,🇰🇷
Corée du Sud,1969,4.447,Asie,🇰🇷
Corée du Sud,1970,4.459,Asie,🇰🇷
Corée du Sud,1971,4.259,Asie,🇰🇷
Corée du Sud,1972,4.02,Asie,🇰🇷
Corée du Sud,1973,3.803,Asie,🇰🇷
Corée du Sud,1974,3.555,Asie,🇰🇷
Corée du Sud,1975,3.313,Asie,🇰🇷
Corée du Sud,1976,3.119,Asie,🇰🇷
Corée du Sud,1977,2.954,Asie,🇰🇷
Corée du Sud,1978,2.699,Asie,🇰🇷
Corée du Sud,1979,2.748,Asie,🇰🇷
Corée du Sud,1980,2.734,Asie,🇰🇷
Corée du Sud,1981,2.669,Asie,🇰🇷
Corée du Sud,1982,2.431,Asie,🇰🇷
Corée du Sud,1983,2.102,Asie,🇰🇷
Corée du Sud,1984,1.832,Asie,🇰🇷
Corée du Sud,1985,1.705,Asie,🇰🇷
Corée du Sud,1986,1.623,Asie,🇰🇷
Corée du Sud,1987,1.571,Asie,🇰🇷
Corée du Sud,1988,1.558,Asie,🇰🇷
Corée du Sud,1989,1.564,Asie,🇰🇷
Corée du Sud,1990,1.603,Asie,🇰🇷
Corée du Sud,1991,1.702,Asie,🇰🇷
Corée du Sud,1992,1.738,Asie,🇰🇷
Corée du Sud,1993,1.683,Asie,🇰🇷
Corée du Sud,1994,1.67,Asie,🇰🇷
Corée du Sud,1995,1.646,Asie,🇰🇷
Corée du Sud,1996,1.599,Asie,🇰🇷
Corée du Sud,1997,1.555,Asie,🇰🇷
Corée du Sud,1998,1.497,Asie,🇰🇷
Corée du Sud,1999,1.469,Asie,🇰🇷
Corée du Sud,2000,1.467,Asie,🇰🇷
Corée du Sud,2001,1.342,Asie,🇰🇷
Corée du Sud,2002,1.227,Asie,🇰🇷
Corée du Sud,2003,1.199,Asie,🇰🇷
Corée du Sud,2004,1.164,Asie,🇰🇷
Corée du Sud,2005,1.115,Asie,🇰🇷
Corée du Sud,2006,1.145,Asie,🇰🇷
Corée du Sud,2007,1.215,Asie,🇰🇷
Corée du Sud,2008,1.19,Asie,🇰🇷
Corée du Sud,2009,1.178,Asie,🇰🇷
Corée du Sud,2010,1.226,Asie,🇰🇷
Corée du Sud,2011,1.258,Asie,🇰🇷
Corée du Sud,2012,1.274,Asie,🇰🇷
Corée du Sud,2013,1.206,Asie,🇰🇷
Corée du Sud,2014,1.197,Asie,🇰🇷
Corée du Sud,2015,1.202,Asie,🇰🇷
Corée du Sud,2016,1.14,Asie,🇰🇷
Corée du Sud,2017,1.035,Asie,🇰🇷
Corée du Sud,2018,.951,Asie,🇰🇷
Corée du Sud,2019,.881,Asie,🇰🇷
Corée du Sud,2020,.8120000000000001,Asie,🇰🇷
Corée du Sud,2021,.783,Asie,🇰🇷
Corée du Sud,2022,.78,Asie,🇰🇷
Corée du Sud,2023,.72,Asie,🇰🇷
Israël,1960,4.366,Asie,🇮🇱
Israël,1961,4.148,Asie,🇮🇱
Israël,1962,4.086,Asie,🇮🇱
Israël,1963,4.087,Asie,🇮🇱
Israël,1964,4.163,Asie,🇮🇱
Israël,1965,4.125,Asie,🇮🇱
Israël,1966,3.96,Asie,🇮🇱
Israël,1967,3.824,Asie,🇮🇱
Israël,1968,3.711,Asie,🇮🇱
Israël,1969,3.676,Asie,🇮🇱
Israël,1970,3.786,Asie,🇮🇱
Israël,1971,3.849,Asie,🇮🇱
Israël,1972,3.798,Asie,🇮🇱
Israël,1973,3.606,Asie,🇮🇱
Israël,1974,3.641,Asie,🇮🇱
Israël,1975,3.614,Asie,🇮🇱
Israël,1976,3.622,Asie,🇮🇱
Israël,1977,3.47,Asie,🇮🇱
Israël,1978,3.245,Asie,🇮🇱
Israël,1979,3.203,Asie,🇮🇱
Israël,1980,3.153,Asie,🇮🇱
Israël,1981,3.073,Asie,🇮🇱
Israël,1982,3.131,Asie,🇮🇱
Israël,1983,3.143,Asie,🇮🇱
Israël,1984,3.077,Asie,🇮🇱
Israël,1985,3.039,Asie,🇮🇱
Israël,1986,2.991,Asie,🇮🇱
Israël,1987,2.923,Asie,🇮🇱
Israël,1988,2.896,Asie,🇮🇱
Israël,1989,2.84,Asie,🇮🇱
Israël,1990,2.84,Asie,🇮🇱
Israël,1991,2.832,Asie,🇮🇱
Israël,1992,2.87,Asie,🇮🇱
Israël,1993,2.866,Asie,🇮🇱
Israël,1994,2.837,Asie,🇮🇱
Israël,1995,2.823,Asie,🇮🇱
Israël,1996,2.862,Asie,🇮🇱
Israël,1997,2.876,Asie,🇮🇱
Israël,1998,2.922,Asie,🇮🇱
Israël,1999,2.888,Asie,🇮🇱
Israël,2000,2.921,Asie,🇮🇱
Israël,2001,2.868,Asie,🇮🇱
Israël,2002,2.877,Asie,🇮🇱
Israël,2003,2.919,Asie,🇮🇱
Israël,2004,2.848,Asie,🇮🇱
Israël,2005,2.793,Asie,🇮🇱
Israël,2006,2.828,Asie,🇮🇱
Israël,2007,2.852,Asie,🇮🇱
Israël,2008,2.903,Asie,🇮🇱
Israël,2009,2.944,Asie,🇮🇱
Israël,2010,3.028,Asie,🇮🇱
Israël,2011,3.01,Asie,🇮🇱
Israël,2012,3.05,Asie,🇮🇱
Israël,2013,3.036,Asie,🇮🇱
Israël,2014,3.081,Asie,🇮🇱
Israël,2015,3.093,Asie,🇮🇱
Israël,2016,3.113,Asie,🇮🇱
Israël,2017,3.123,Asie,🇮🇱
Israël,2018,3.103,Asie,🇮🇱
Israël,2019,3.034,Asie,🇮🇱
Israël,2020,2.937,Asie,🇮🇱
Israël,2021,3.019,Asie,🇮🇱
Israël,2022,2.936,Asie,🇮🇱
Israël,2023,2.83,Asie,🇮🇱
Japon,1960,1.981,Asie,🇯🇵
Japon,1961,1.928,Asie,🇯🇵
Japon,1962,1.928,Asie,🇯🇵
Japon,1963,1.951,Asie,🇯🇵
Japon,1964,1.998,Asie,🇯🇵
Japon,1965,2.089,Asie,🇯🇵
Japon,1966,1.632,Asie,🇯🇵
Japon,1967,2.158,Asie,🇯🇵
Japon,1968,2.065,Asie,🇯🇵
Japon,1969,2.026,Asie,🇯🇵
Japon,1970,2.035,Asie,🇯🇵
Japon,1971,2.089,Asie,🇯🇵
Japon,1972,2.114,Asie,🇯🇵
Japon,1973,2.145,Asie,🇯🇵
Japon,1974,2.065,Asie,🇯🇵
Japon,1975,1.921,Asie,🇯🇵
Japon,1976,1.841,Asie,🇯🇵
Japon,1977,1.789,Asie,🇯🇵
Japon,1978,1.786,Asie,🇯🇵
Japon,1979,1.769,Asie,🇯🇵
Japon,1980,1.739,Asie,🇯🇵
Japon,1981,1.718,Asie,🇯🇵
Japon,1982,1.738,Asie,🇯🇵
Japon,1983,1.77,Asie,🇯🇵
Japon,1984,1.78,Asie,🇯🇵
Japon,1985,1.736,Asie,🇯🇵
Japon,1986,1.698,Asie,🇯🇵
Japon,1987,1.666,Asie,🇯🇵
Japon,1988,1.625,Asie,🇯🇵
Japon,1989,1.547,Asie,🇯🇵
Japon,1990,1.509,Asie,🇯🇵
Japon,1991,1.504,Asie,🇯🇵
Japon,1992,1.478,Asie,🇯🇵
Japon,1993,1.44,Asie,🇯🇵
Japon,1994,1.468,Asie,🇯🇵
Japon,1995,1.407,Asie,🇯🇵
Japon,1996,1.403,Asie,🇯🇵
Japon,1997,1.376,Asie,🇯🇵
Japon,1998,1.371,Asie,🇯🇵
Japon,1999,1.34,Asie,🇯🇵
Japon,2000,1.346,Asie,🇯🇵
Japon,2001,1.325,Asie,🇯🇵
Japon,2002,1.308,Asie,🇯🇵
Japon,2003,1.285,Asie,🇯🇵
Japon,2004,1.277,Asie,🇯🇵
Japon,2005,1.245,Asie,🇯🇵
Japon,2006,1.285,Asie,🇯🇵
Japon,2007,1.305,Asie,🇯🇵
Japon,2008,1.33,Asie,🇯🇵
Japon,2009,1.333,Asie,🇯🇵
Japon,2010,1.357,Asie,🇯🇵
Japon,2011,1.363,Asie,🇯🇵
Japon,2012,1.376,Asie,🇯🇵
Japon,2013,1.389,Asie,🇯🇵
Japon,2014,1.388,Asie,🇯🇵
Japon,2015,1.415,Asie,🇯🇵
Japon,2016,1.408,Asie,🇯🇵
Japon,2017,1.39,Asie,🇯🇵
Japon,2018,1.373,Asie,🇯🇵
Japon,2019,1.323,Asie,🇯🇵
Japon,2020,1.304,Asie,🇯🇵
Japon,2021,1.275,Asie,🇯🇵
Japon,2022,1.256,Asie,🇯🇵
Japon,2023,1.208,Asie,🇯🇵
Mexique,1960,6.763,Amérique,🇲🇽
Mexique,1961,6.777,Amérique,🇲🇽
Mexique,1962,6.8,Amérique,🇲🇽
Mexique,1963,6.817,Amérique,🇲🇽
Mexique,1964,6.833,Amérique,🇲🇽
Mexique,1965,6.819,Amérique,🇲🇽
Mexique,1966,6.79,Amérique,🇲🇽
Mexique,1967,6.753,Amérique,🇲🇽
Mexique,1968,6.707,Amérique,🇲🇽
Mexique,1969,6.626,Amérique,🇲🇽
Mexique,1970,6.529,Amérique,🇲🇽
Mexique,1971,6.419,Amérique,🇲🇽
Mexique,1972,6.281,Amérique,🇲🇽
Mexique,1973,6.121,Amérique,🇲🇽
Mexique,1974,5.947,Amérique,🇲🇽
Mexique,1975,5.739,Amérique,🇲🇽
Mexique,1976,5.543,Amérique,🇲🇽
Mexique,1977,5.361,Amérique,🇲🇽
Mexique,1978,5.202,Amérique,🇲🇽
Mexique,1979,4.964,Amérique,🇲🇽
Mexique,1980,4.739,Amérique,🇲🇽
Mexique,1981,4.574,Amérique,🇲🇽
Mexique,1982,4.425,Amérique,🇲🇽
Mexique,1983,4.296,Amérique,🇲🇽
Mexique,1984,4.184,Amérique,🇲🇽
Mexique,1985,4.087,Amérique,🇲🇽
Mexique,1986,3.971,Amérique,🇲🇽
Mexique,1987,3.803,Amérique,🇲🇽
Mexique,1988,3.64,Amérique,🇲🇽
Mexique,1989,3.532,Amérique,🇲🇽
Mexique,1990,3.444,Amérique,🇲🇽
Mexique,1991,3.363,Amérique,🇲🇽
Mexique,1992,3.285,Amérique,🇲🇽
Mexique,1993,3.211,Amérique,🇲🇽
Mexique,1994,3.132,Amérique,🇲🇽
Mexique,1995,3.044,Amérique,🇲🇽
Mexique,1996,2.964,Amérique,🇲🇽
Mexique,1997,2.886,Amérique,🇲🇽
Mexique,1998,2.815,Amérique,🇲🇽
Mexique,1999,2.763,Amérique,🇲🇽
Mexique,2000,2.714,Amérique,🇲🇽
Mexique,2001,2.671,Amérique,🇲🇽
Mexique,2002,2.633,Amérique,🇲🇽
Mexique,2003,2.579,Amérique,🇲🇽
Mexique,2004,2.536,Amérique,🇲🇽
Mexique,2005,2.495,Amérique,🇲🇽
Mexique,2006,2.456,Amérique,🇲🇽
Mexique,2007,2.421,Amérique,🇲🇽
Mexique,2008,2.391,Amérique,🇲🇽
Mexique,2009,2.364,Amérique,🇲🇽
Mexique,2010,2.34,Amérique,🇲🇽
Mexique,2011,2.317,Amérique,🇲🇽
Mexique,2012,2.294,Amérique,🇲🇽
Mexique,2013,2.269,Amérique,🇲🇽
Mexique,2014,2.211,Amérique,🇲🇽
Mexique,2015,2.137,Amérique,🇲🇽
Mexique,2016,2.086,Amérique,🇲🇽
Mexique,2017,2.041,Amérique,🇲🇽
Mexique,2018,2.03,Amérique,🇲🇽
Mexique,2019,2.02,Amérique,🇲🇽
Mexique,2020,1.99,Amérique,🇲🇽
Mexique,2021,1.97,Amérique,🇲🇽
Mexique,2022,1.94,Amérique,🇲🇽
Mexique,2023,1.91,Amérique,🇲🇽
Nouvelle-Zelande,1960,4.241,Océanie,🇳🇿
Nouvelle-Zelande,1961,4.306,Océanie,🇳🇿
Nouvelle-Zelande,1962,4.159,Océanie,🇳🇿
Nouvelle-Zelande,1963,4.046,Océanie,🇳🇿
Nouvelle-Zelande,1964,3.776,Océanie,🇳🇿
Nouvelle-Zelande,1965,3.537,Océanie,🇳🇿
Nouvelle-Zelande,1966,3.42,Océanie,🇳🇿
Nouvelle-Zelande,1967,3.35,Océanie,🇳🇿
Nouvelle-Zelande,1968,3.335,Océanie,🇳🇿
Nouvelle-Zelande,1969,3.273,Océanie,🇳🇿
Nouvelle-Zelande,1970,3.168,Océanie,🇳🇿
Nouvelle-Zelande,1971,3.18,Océanie,🇳🇿
Nouvelle-Zelande,1972,2.998,Océanie,🇳🇿
Nouvelle-Zelande,1973,2.738,Océanie,🇳🇿
Nouvelle-Zelande,1974,2.574,Océanie,🇳🇿
Nouvelle-Zelande,1975,2.357,Océanie,🇳🇿
Nouvelle-Zelande,1976,2.27,Océanie,🇳🇿
Nouvelle-Zelande,1977,2.213,Océanie,🇳🇿
Nouvelle-Zelande,1978,2.077,Océanie,🇳🇿
Nouvelle-Zelande,1979,2.113,Océanie,🇳🇿
Nouvelle-Zelande,1980,2.032,Océanie,🇳🇿
Nouvelle-Zelande,1981,2.011,Océanie,🇳🇿
Nouvelle-Zelande,1982,1.947,Océanie,🇳🇿
Nouvelle-Zelande,1983,1.92,Océanie,🇳🇿
Nouvelle-Zelande,1984,1.928,Océanie,🇳🇿
Nouvelle-Zelande,1985,1.93,Océanie,🇳🇿
Nouvelle-Zelande,1986,1.96,Océanie,🇳🇿
Nouvelle-Zelande,1987,2.029,Océanie,🇳🇿
