pays,annee,icf,region
Etats-Unis,1981,1.847,Amérique
Etats-Unis,1982,1.855,Amérique
Etats-Unis,1983,1.827,Amérique
Etats-Unis,1984,1.827,Amérique
Etats-Unis,1985,1.854,Amérique
Etats-Unis,1986,1.852,Amérique
Etats-Unis,1987,1.885,Amérique
Etats-Unis,1988,1.942,Amérique
Etats-Unis,1989,2.014,Amérique
Etats-Unis,1990,2.072,Amérique
Etats-Unis,1991,2.059,Amérique
Etats-Unis,1992,2.039,Amérique
Etats-Unis,1993,2.01,Amérique
Etats-Unis,1994,1.988,Amérique
Etats-Unis,1995,1.965,Amérique
Etats-Unis,1996,1.96,Amérique
Etats-Unis,1997,1.956,Amérique
Etats-Unis,1998,1.98,Amérique
Etats-Unis,1999,1.99,Amérique
Etats-Unis,2000,2.03,Amérique
Etats-Unis,2001,2.011,Amérique
Etats-Unis,2002,2.003,Amérique
Etats-Unis,2003,2.025,Amérique
Etats-Unis,2004,2.031,Amérique
Etats-Unis,2005,2.04,Amérique
Etats-Unis,2006,2.087,Amérique
Etats-Unis,2007,2.096,Amérique
Etats-Unis,2008,2.053,Amérique
Etats-Unis,2009,1.987,Amérique
Etats-Unis,2010,1.916,Amérique
Etats-Unis,2011,1.879,Amérique
Etats-Unis,2012,1.862,Amérique
Etats-Unis,2013,1.84,Amérique
Etats-Unis,2014,1.848,Amérique
Etats-Unis,2015,1.832,Amérique
Etats-Unis,2016,1.804,Amérique
Etats-Unis,2017,1.753,Amérique
Etats-Unis,2018,1.715,Amérique
Etats-Unis,2019,1.684,Amérique
Etats-Unis,2020,1.616,Amérique
Etats-Unis,2021,1.634,Amérique
Etats-Unis,2022,1.665,Amérique
Etats-Unis,2023,1.624,Amérique
