PopName,annee,edv,pays,sexe
GBR_NP,2004,81.05,Royaume-Uni,Femmes
GBR_NP,2004,76.62,Royaume-Uni,Hommes
GBR_NP,2005,81.19,Royaume-Uni,Femmes
GBR_NP,2005,76.89,Royaume-Uni,Hommes
GBR_NP,2006,81.47,Royaume-Uni,Femmes
GBR_NP,2006,77.09999999999999,Royaume-Uni,Hommes
GBR_NP,2007,81.61,Royaume-Uni,Femmes
GBR_NP,2007,77.34,Royaume-Uni,Hommes
GBR_NP,2008,81.66,Royaume-Uni,Femmes
GBR_NP,2008,77.53,Royaume-Uni,Hommes
GBR_NP,2009,82.18000000000001,Royaume-Uni,Femmes
GBR_NP,2009,78,Royaume-Uni,Hommes
GBR_NP,2010,82.31999999999999,Royaume-Uni,Femmes
GBR_NP,2010,78.33,Royaume-Uni,Hommes
GBR_NP,2011,82.7,Royaume-Uni,Femmes
GBR_NP,2011,78.75,Royaume-Uni,Hommes
GBR_NP,2012,82.64,Royaume-Uni,Femmes
GBR_NP,2012,78.93000000000001,Royaume-Uni,Hommes
GBR_NP,2013,82.73999999999999,Royaume-Uni,Femmes
GBR_NP,2013,78.97,Royaume-Uni,Hommes
GBR_NP,2014,82.95999999999999,Royaume-Uni,Femmes
GBR_NP,2014,79.20999999999999,Royaume-Uni,Hommes
GBR_NP,2015,82.69,Royaume-Uni,Femmes
GBR_NP,2015,79,Royaume-Uni,Hommes
GBR_NP,2016,82.83,Royaume-Uni,Femmes
GBR_NP,2016,79.15000000000001,Royaume-Uni,Hommes
GBR_NP,2017,82.94,Royaume-Uni,Femmes
GBR_NP,2017,79.22,Royaume-Uni,Hommes
GBR_NP,2018,82.89,Royaume-Uni,Femmes
GBR_NP,2018,79.18000000000001,Royaume-Uni,Hommes
GBR_NP,2019,83.20999999999999,Royaume-Uni,Femmes
GBR_NP,2019,79.47,Royaume-Uni,Hommes
GBR_NP,2020,82.37,Royaume-Uni,Femmes
GBR_NP,2020,78.3,Royaume-Uni,Hommes
GBR_NP,2021,82.53,Royaume-Uni,Femmes
GBR_NP,2021,78.47,Royaume-Uni,Hommes
GBR_NP,2022,82.86,Royaume-Uni,Femmes
GBR_NP,2022,79.02,Royaume-Uni,Hommes
ITA,1950,67.43000000000001,Italie,Femmes
ITA,1950,63.94,Italie,Hommes
ITA,1951,67.05,Italie,Femmes
ITA,1951,63.52,Italie,Hommes
ITA,1952,67.69,Italie,Femmes
ITA,1952,64.06999999999999,Italie,Hommes
ITA,1953,68.39,Italie,Femmes
ITA,1953,64.7,Italie,Hommes
ITA,1954,69.88,Italie,Femmes
ITA,1954,65.78,Italie,Hommes
ITA,1955,70.36,Italie,Femmes
ITA,1955,66.08,Italie,Hommes
ITA,1956,69.81,Italie,Femmes
ITA,1956,65.42,Italie,Hommes
ITA,1957,70.09,Italie,Femmes
ITA,1957,65.42,Italie,Hommes
ITA,1958,71.18000000000001,Italie,Femmes
ITA,1958,66.47,Italie,Hommes
ITA,1959,71.64,Italie,Femmes
ITA,1959,66.91,Italie,Hommes
ITA,1960,71.69,Italie,Femmes
ITA,1960,66.68000000000001,Italie,Hommes
ITA,1961,72.45,Italie,Femmes
ITA,1961,67.14,Italie,Hommes
ITA,1962,71.88,Italie,Femmes
ITA,1962,66.53,Italie,Hommes
ITA,1963,72.05,Italie,Femmes
ITA,1963,66.55,Italie,Hommes
ITA,1964,73.17,Italie,Femmes
ITA,1964,67.56999999999999,Italie,Hommes
ITA,1965,73.05,Italie,Femmes
ITA,1965,67.45,Italie,Hommes
ITA,1966,73.81,Italie,Femmes
ITA,1966,68.15000000000001,Italie,Hommes
ITA,1967,73.81999999999999,Italie,Femmes
ITA,1967,68.20999999999999,Italie,Hommes
ITA,1968,73.73,Italie,Femmes
ITA,1968,67.98999999999999,Italie,Hommes
ITA,1969,73.86,Italie,Femmes
ITA,1969,67.87,Italie,Hommes
ITA,1970,74.54000000000001,Italie,Femmes
ITA,1970,68.7,Italie,Hommes
ITA,1971,74.87,Italie,Femmes
ITA,1971,68.87,Italie,Hommes
ITA,1972,75.2,Italie,Femmes
ITA,1972,69.08,Italie,Hommes
ITA,1973,75.12,Italie,Femmes
ITA,1973,69.08,Italie,Hommes
ITA,1974,75.90000000000001,Italie,Femmes
ITA,1974,69.69,Italie,Hommes
ITA,1975,75.91,Italie,Femmes
ITA,1975,69.55,Italie,Hommes
ITA,1976,76.27,Italie,Femmes
ITA,1976,69.86,Italie,Hommes
ITA,1977,76.73,Italie,Femmes
ITA,1977,70.14,Italie,Hommes
ITA,1978,77.13,Italie,Femmes
ITA,1978,70.42,Italie,Hommes
ITA,1979,77.48,Italie,Femmes
ITA,1979,70.72,Italie,Hommes
ITA,1980,77.42,Italie,Femmes
ITA,1980,70.67,Italie,Hommes
ITA,1981,77.75,Italie,Femmes
ITA,1981,71.09,Italie,Hommes
ITA,1982,78.18000000000001,Italie,Femmes
ITA,1982,71.59,Italie,Hommes
ITA,1983,77.98999999999999,Italie,Femmes
ITA,1983,71.44,Italie,Hommes
ITA,1984,78.77,Italie,Femmes
ITA,1984,72.16,Italie,Hommes
ITA,1985,78.83,Italie,Femmes
ITA,1985,72.31,Italie,Hommes
ITA,1986,79.12,Italie,Femmes
ITA,1986,72.62,Italie,Hommes
ITA,1987,79.56,Italie,Femmes
ITA,1987,73.02,Italie,Hommes
ITA,1988,79.72,Italie,Femmes
ITA,1988,73.23,Italie,Hommes
ITA,1989,80.15000000000001,Italie,Femmes
ITA,1989,73.59,Italie,Hommes
ITA,1990,80.25,Italie,Femmes
ITA,1990,73.63,Italie,Hommes
ITA,1991,80.3,Italie,Femmes
ITA,1991,73.59,Italie,Hommes
ITA,1992,80.66,Italie,Femmes
ITA,1992,73.97,Italie,Hommes
ITA,1993,80.83,Italie,Femmes
ITA,1993,74.36,Italie,Hommes
ITA,1994,81.06999999999999,Italie,Femmes
ITA,1994,74.56,Italie,Hommes
ITA,1995,81.33,Italie,Femmes
ITA,1995,74.78,Italie,Hommes
ITA,1996,81.54000000000001,Italie,Femmes
ITA,1996,75.18000000000001,Italie,Hommes
ITA,1997,81.78,Italie,Femmes
ITA,1997,75.54000000000001,Italie,Hommes
ITA,1998,81.81999999999999,Italie,Femmes
ITA,1998,75.64,Italie,Hommes
ITA,1999,82.19,Italie,Femmes
ITA,1999,76.06,Italie,Hommes
ITA,2000,82.5,Italie,Femmes
ITA,2000,76.53,Italie,Hommes
ITA,2001,82.79000000000001,Italie,Femmes
ITA,2001,76.79000000000001,Italie,Hommes
ITA,2002,82.95999999999999,Italie,Femmes
ITA,2002,77.08,Italie,Hommes
ITA,2003,82.87,Italie,Femmes
ITA,2003,77.31999999999999,Italie,Hommes
ITA,2004,83.76000000000001,Italie,Femmes
ITA,2004,78.06,Italie,Hommes
ITA,2005,83.67,Italie,Femmes
ITA,2005,78.16,Italie,Hommes
ITA,2006,84.05,Italie,Femmes
ITA,2006,78.56,Italie,Hommes
ITA,2007,84.04000000000001,Italie,Femmes
ITA,2007,78.73999999999999,Italie,Hommes
ITA,2008,84.14,Italie,Femmes
ITA,2008,78.95,Italie,Hommes
ITA,2009,84.18000000000001,Italie,Femmes
ITA,2009,79.14,Italie,Hommes
ITA,2010,84.52,Italie,Femmes
ITA,2010,79.54000000000001,Italie,Hommes
ITA,2011,84.56,Italie,Femmes
ITA,2011,79.7,Italie,Hommes
ITA,2012,84.51000000000001,Italie,Femmes
ITA,2012,79.8,Italie,Hommes
ITA,2013,84.90000000000001,Italie,Femmes
ITA,2013,80.2,Italie,Hommes
ITA,2014,85.11,Italie,Femmes
ITA,2014,80.48999999999999,Italie,Hommes
ITA,2015,84.65000000000001,Italie,Femmes
ITA,2015,80.22,Italie,Hommes
ITA,2016,85.18000000000001,Italie,Femmes
ITA,2016,80.73,Italie,Hommes
ITA,2017,84.86,Italie,Femmes
ITA,2017,80.45,Italie,Hommes
ITA,2018,85.28,Italie,Femmes
ITA,2018,80.95,Italie,Hommes
ITA,2019,85.41,Italie,Femmes
ITA,2019,81.14,Italie,Hommes
ITA,2020,84.47,Italie,Femmes
ITA,2020,79.84999999999999,Italie,Hommes
ITA,2021,84.72,Italie,Femmes
ITA,2021,80.27,Italie,Hommes
ITA,2022,84.73999999999999,Italie,Femmes
ITA,2022,80.54000000000001,Italie,Hommes
JPN,1950,60.88,Japon,Femmes
JPN,1950,57.57,Japon,Hommes
JPN,1951,62.61,Japon,Femmes
JPN,1951,59.3,Japon,Hommes
JPN,1952,64.67,Japon,Femmes
JPN,1952,61.26,Japon,Hommes
JPN,1953,65.06999999999999,Japon,Femmes
JPN,1953,61.54,Japon,Hommes
JPN,1954,66.56999999999999,Japon,Femmes
JPN,1954,62.47,Japon,Hommes
JPN,1955,67.77,Japon,Femmes
JPN,1955,63.62,Japon,Hommes
JPN,1956,67.67,Japon,Femmes
JPN,1956,63.43,Japon,Hommes
JPN,1957,67.62,Japon,Femmes
JPN,1957,63.27,Japon,Hommes
JPN,1958,69.31,Japon,Femmes
JPN,1958,64.75,Japon,Hommes
JPN,1959,69.79000000000001,Japon,Femmes
JPN,1959,65.12,Japon,Hommes
JPN,1960,70.14,Japon,Femmes
JPN,1960,65.3,Japon,Hommes
JPN,1961,70.83,Japon,Femmes
JPN,1961,65.91,Japon,Hommes
JPN,1962,71.14,Japon,Femmes
JPN,1962,66.2,Japon,Hommes
JPN,1963,72.28,Japon,Femmes
JPN,1963,67.2,Japon,Hommes
JPN,1964,72.76000000000001,Japon,Femmes
JPN,1964,67.63,Japon,Hommes
JPN,1965,72.84999999999999,Japon,Femmes
JPN,1965,67.68000000000001,Japon,Hommes
JPN,1966,73.65000000000001,Japon,Femmes
JPN,1966,68.45,Japon,Hommes
JPN,1967,73.98999999999999,Japon,Femmes
JPN,1967,68.79000000000001,Japon,Hommes
JPN,1968,74.28,Japon,Femmes
JPN,1968,69.04000000000001,Japon,Hommes
JPN,1969,74.63,Japon,Femmes
JPN,1969,69.20999999999999,Japon,Hommes
JPN,1970,74.68000000000001,Japon,Femmes
JPN,1970,69.31999999999999,Japon,Hommes
JPN,1971,75.48,Japon,Femmes
JPN,1971,70.13,Japon,Hommes
JPN,1972,75.94,Japon,Femmes
JPN,1972,70.53,Japon,Hommes
JPN,1973,76.02,Japon,Femmes
JPN,1973,70.76000000000001,Japon,Hommes
JPN,1974,76.37,Japon,Femmes
JPN,1974,71.25,Japon,Hommes
JPN,1975,76.88,Japon,Femmes
JPN,1975,71.75,Japon,Hommes
JPN,1976,77.29000000000001,Japon,Femmes
JPN,1976,72.13,Japon,Hommes
JPN,1977,77.86,Japon,Femmes
JPN,1977,72.67,Japon,Hommes
JPN,1978,78.22,Japon,Femmes
JPN,1978,72.95999999999999,Japon,Hommes
JPN,1979,78.76000000000001,Japon,Femmes
JPN,1979,73.43000000000001,Japon,Hommes
JPN,1980,78.76000000000001,Japon,Femmes
JPN,1980,73.38,Japon,Hommes
JPN,1981,79.16,Japon,Femmes
JPN,1981,73.81,Japon,Hommes
JPN,1982,79.73,Japon,Femmes
JPN,1982,74.26000000000001,Japon,Hommes
JPN,1983,79.83,Japon,Femmes
JPN,1983,74.23999999999999,Japon,Hommes
JPN,1984,80.26000000000001,Japon,Femmes
JPN,1984,74.59999999999999,Japon,Hommes
JPN,1985,80.55,Japon,Femmes
JPN,1985,74.89,Japon,Hommes
JPN,1986,80.98,Japon,Femmes
JPN,1986,75.27,Japon,Hommes
JPN,1987,81.43000000000001,Japon,Femmes
JPN,1987,75.65000000000001,Japon,Hommes
JPN,1988,81.33,Japon,Femmes
JPN,1988,75.59,Japon,Hommes
JPN,1989,81.8,Japon,Femmes
JPN,1989,75.97,Japon,Hommes
JPN,1990,81.86,Japon,Femmes
JPN,1990,75.94,Japon,Hommes
JPN,1991,82.17,Japon,Femmes
JPN,1991,76.16,Japon,Hommes
JPN,1992,82.29000000000001,Japon,Femmes
JPN,1992,76.13,Japon,Hommes
JPN,1993,82.45,Japon,Femmes
JPN,1993,76.27,Japon,Hommes
JPN,1994,82.90000000000001,Japon,Femmes
JPN,1994,76.59,Japon,Hommes
JPN,1995,82.78,Japon,Femmes
JPN,1995,76.41,Japon,Hommes
JPN,1996,83.5,Japon,Femmes
JPN,1996,77.03,Japon,Hommes
JPN,1997,83.73,Japon,Femmes
JPN,1997,77.23999999999999,Japon,Hommes
JPN,1998,83.92,Japon,Femmes
JPN,1998,77.20999999999999,Japon,Hommes
JPN,1999,83.92,Japon,Femmes
JPN,1999,77.17,Japon,Hommes
JPN,2000,84.52,Japon,Femmes
JPN,2000,77.68000000000001,Japon,Hommes
JPN,2001,84.84999999999999,Japon,Femmes
JPN,2001,78.01000000000001,Japon,Hommes
JPN,2002,85.15000000000001,Japon,Femmes
JPN,2002,78.28,Japon,Hommes
JPN,2003,85.25,Japon,Femmes
JPN,2003,78.31999999999999,Japon,Hommes
JPN,2004,85.5,Japon,Femmes
JPN,2004,78.61,Japon,Hommes
JPN,2005,85.42,Japon,Femmes
JPN,2005,78.5,Japon,Hommes
JPN,2006,85.7,Japon,Femmes
JPN,2006,78.92,Japon,Hommes
JPN,2007,85.88,Japon,Femmes
JPN,2007,79.09999999999999,Japon,Hommes
JPN,2008,85.95999999999999,Japon,Femmes
JPN,2008,79.20999999999999,Japon,Hommes
JPN,2009,86.34,Japon,Femmes
JPN,2009,79.51000000000001,Japon,Hommes
JPN,2010,86.25,Japon,Femmes
JPN,2010,79.51000000000001,Japon,Hommes
JPN,2011,85.86,Japon,Femmes
JPN,2011,79.41,Japon,Hommes
JPN,2012,86.37,Japon,Femmes
JPN,2012,79.91,Japon,Hommes
JPN,2013,86.56,Japon,Femmes
JPN,2013,80.17,Japon,Hommes
JPN,2014,86.77,Japon,Femmes
JPN,2014,80.45,Japon,Hommes
JPN,2015,86.98,Japon,Femmes
JPN,2015,80.72,Japon,Hommes
JPN,2016,87.13,Japon,Femmes
JPN,2016,80.93000000000001,Japon,Hommes
JPN,2017,87.27,Japon,Femmes
JPN,2017,81.06,Japon,Hommes
JPN,2018,87.31999999999999,Japon,Femmes
JPN,2018,81.22,Japon,Hommes
JPN,2019,87.45,Japon,Femmes
JPN,2019,81.37,Japon,Hommes
JPN,2020,87.75,Japon,Femmes
JPN,2020,81.58,Japon,Hommes
JPN,2021,87.61,Japon,Femmes
JPN,2021,81.48,Japon,Hommes
JPN,2022,87.12,Japon,Femmes
JPN,2022,81.06,Japon,Hommes
JPN,2023,87.18000000000001,Japon,Femmes
JPN,2023,81.12,Japon,Hommes
SWE,1950,72.44,Suède,Femmes
SWE,1950,69.84999999999999,Suède,Hommes
SWE,1951,72.7,Suède,Femmes
SWE,1951,70.04000000000001,Suède,Hommes
SWE,1952,73.29000000000001,Suède,Femmes
SWE,1952,70.42,Suède,Hommes
SWE,1953,73.40000000000001,Suède,Femmes
SWE,1953,70.43000000000001,Suède,Hommes
SWE,1954,73.87,Suède,Femmes
SWE,1954,70.86,Suède,Hommes
SWE,1955,74.15000000000001,Suède,Femmes
SWE,1955,71.05,Suède,Hommes
SWE,1956,74.40000000000001,Suède,Femmes
SWE,1956,70.95999999999999,Suède,Hommes
SWE,1957,74.27,Suède,Femmes
SWE,1957,70.75,Suède,Hommes
SWE,1958,74.8,Suède,Femmes
SWE,1958,71.53,Suède,Hommes
SWE,1959,75.2,Suède,Femmes
SWE,1959,71.58,Suède,Hommes
SWE,1960,74.88,Suède,Femmes
SWE,1960,71.23999999999999,Suède,Hommes
SWE,1961,75.38,Suède,Femmes
SWE,1961,71.64,Suède,Hommes
SWE,1962,75.42,Suède,Femmes
SWE,1962,71.36,Suède,Hommes
SWE,1963,75.61,Suède,Femmes
SWE,1963,71.53,Suède,Hommes
SWE,1964,75.87,Suède,Femmes
SWE,1964,71.62,Suède,Hommes
SWE,1965,76.08,Suède,Femmes
SWE,1965,71.73999999999999,Suède,Hommes
SWE,1966,76.45999999999999,Suède,Femmes
SWE,1966,71.84,Suède,Hommes
SWE,1967,76.55,Suède,Femmes
SWE,1967,71.84999999999999,Suède,Hommes
SWE,1968,76.39,Suède,Femmes
SWE,1968,71.70999999999999,Suède,Hommes
SWE,1969,76.63,Suède,Femmes
SWE,1969,71.70999999999999,Suède,Hommes
SWE,1970,77.20999999999999,Suède,Femmes
SWE,1970,72.23,Suède,Hommes
SWE,1971,77.39,Suède,Femmes
SWE,1971,71.97,Suède,Hommes
SWE,1972,77.53,Suède,Femmes
SWE,1972,72.03,Suède,Hommes
SWE,1973,77.72,Suède,Femmes
SWE,1973,72.16,Suède,Hommes
SWE,1974,77.90000000000001,Suède,Femmes
SWE,1974,72.2,Suède,Hommes
SWE,1975,77.95,Suède,Femmes
SWE,1975,72.17,Suède,Hommes
SWE,1976,77.95999999999999,Suède,Femmes
SWE,1976,72.16,Suède,Hommes
SWE,1977,78.56999999999999,Suède,Femmes
SWE,1977,72.41,Suède,Hommes
SWE,1978,78.69,Suède,Femmes
SWE,1978,72.45999999999999,Suède,Hommes
SWE,1979,78.72,Suède,Femmes
SWE,1979,72.5,Suède,Hommes
SWE,1980,78.84999999999999,Suède,Femmes
SWE,1980,72.78,Suède,Hommes
SWE,1981,79.14,Suède,Femmes
SWE,1981,73.08,Suède,Hommes
SWE,1982,79.39,Suède,Femmes
SWE,1982,73.43000000000001,Suède,Hommes
SWE,1983,79.64,Suède,Femmes
SWE,1983,73.63,Suède,Hommes
SWE,1984,79.93000000000001,Suède,Femmes
SWE,1984,73.84999999999999,Suède,Hommes
SWE,1985,79.69,Suède,Femmes
SWE,1985,73.78,Suède,Hommes
SWE,1986,80.02,Suède,Femmes
SWE,1986,73.98,Suède,Hommes
SWE,1987,80.14,Suède,Femmes
SWE,1987,74.16,Suède,Hommes
SWE,1988,79.93000000000001,Suède,Femmes
SWE,1988,74.13,Suède,Hommes
SWE,1989,80.56,Suède,Femmes
SWE,1989,74.78,Suède,Hommes
SWE,1990,80.40000000000001,Suède,Femmes
SWE,1990,74.81,Suède,Hommes
SWE,1991,80.54000000000001,Suède,Femmes
SWE,1991,74.95,Suède,Hommes
SWE,1992,80.78,Suède,Femmes
SWE,1992,75.36,Suède,Hommes
SWE,1993,80.78,Suède,Femmes
SWE,1993,75.48999999999999,Suède,Hommes
SWE,1994,81.38,Suède,Femmes
SWE,1994,76.08,Suède,Hommes
SWE,1995,81.44,Suède,Femmes
SWE,1995,76.18000000000001,Suède,Hommes
SWE,1996,81.52,Suède,Femmes
SWE,1996,76.52,Suède,Hommes
SWE,1997,81.8,Suède,Femmes
SWE,1997,76.7,Suède,Hommes
SWE,1998,81.91,Suède,Femmes
SWE,1998,76.87,Suède,Hommes
SWE,1999,81.89,Suède,Femmes
SWE,1999,77.06999999999999,Suède,Hommes
SWE,2000,82.02,Suède,Femmes
SWE,2000,77.38,Suède,Hommes
SWE,2001,82.05,Suède,Femmes
SWE,2001,77.54000000000001,Suède,Hommes
SWE,2002,82.08,Suède,Femmes
SWE,2002,77.70999999999999,Suède,Hommes
SWE,2003,82.41,Suède,Femmes
SWE,2003,77.91,Suède,Hommes
SWE,2004,82.66,Suède,Femmes
SWE,2004,78.34999999999999,Suède,Hommes
SWE,2005,82.75,Suède,Femmes
SWE,2005,78.42,Suède,Hommes
SWE,2006,82.90000000000001,Suède,Femmes
SWE,2006,78.69,Suède,Hommes
SWE,2007,82.94,Suède,Femmes
SWE,2007,78.93000000000001,Suède,Hommes
SWE,2008,83.11,Suède,Femmes
SWE,2008,79.09,Suède,Hommes
SWE,2009,83.31999999999999,Suède,Femmes
SWE,2009,79.34,Suède,Hommes
SWE,2010,83.47,Suède,Femmes
SWE,2010,79.52,Suède,Hommes
SWE,2011,83.66,Suède,Femmes
SWE,2011,79.8,Suède,Hommes
SWE,2012,83.53,Suède,Femmes
SWE,2012,79.87,Suède,Hommes
SWE,2013,83.70999999999999,Suède,Femmes
SWE,2013,80.09999999999999,Suède,Hommes
SWE,2014,84.05,Suède,Femmes
SWE,2014,80.34999999999999,Suède,Hommes
SWE,2015,84.02,Suède,Femmes
SWE,2015,80.31999999999999,Suède,Hommes
SWE,2016,84.08,Suède,Femmes
SWE,2016,80.56999999999999,Suède,Hommes
SWE,2017,84.11,Suède,Femmes
SWE,2017,80.73,Suède,Hommes
SWE,2018,84.25,Suède,Femmes
SWE,2018,80.79000000000001,Suède,Hommes
SWE,2019,84.73,Suède,Femmes
SWE,2019,81.34999999999999,Suède,Hommes
SWE,2020,84.29000000000001,Suède,Femmes
SWE,2020,80.59999999999999,Suède,Hommes
SWE,2021,84.81999999999999,Suède,Femmes
SWE,2021,81.22,Suède,Hommes
SWE,2022,84.75,Suède,Femmes
SWE,2022,81.36,Suède,Hommes
SWE,2023,84.91,Suède,Femmes
SWE,2023,81.59,Suède,Hommes
SWE,2024,85.34999999999999,Suède,Femmes
SWE,2024,82.29000000000001,Suède,Hommes
USA,1950,71.01000000000001,Etats-Unis,Femmes
USA,1950,65.40000000000001,Etats-Unis,Hommes
USA,1951,71.22,Etats-Unis,Femmes
USA,1951,65.41,Etats-Unis,Hommes
USA,1952,71.5,Etats-Unis,Femmes
USA,1952,65.54000000000001,Etats-Unis,Hommes
USA,1953,71.91,Etats-Unis,Femmes
USA,1953,65.8,Etats-Unis,Hommes
USA,1954,72.7,Etats-Unis,Femmes
USA,1954,66.56999999999999,Etats-Unis,Hommes
USA,1955,72.8,Etats-Unis,Femmes
USA,1955,66.58,Etats-Unis,Hommes
USA,1956,72.95,Etats-Unis,Femmes
USA,1956,66.61,Etats-Unis,Hommes
USA,1957,72.73999999999999,Etats-Unis,Femmes
USA,1957,66.36,Etats-Unis,Hommes
USA,1958,73,Etats-Unis,Femmes
USA,1958,66.59999999999999,Etats-Unis,Hommes
USA,1959,73.31,Etats-Unis,Femmes
USA,1959,66.75,Etats-Unis,Hommes
USA,1960,73.3,Etats-Unis,Femmes
USA,1960,66.62,Etats-Unis,Hommes
USA,1961,73.70999999999999,Etats-Unis,Femmes
USA,1961,67.04000000000001,Etats-Unis,Hommes
USA,1962,73.59,Etats-Unis,Femmes
USA,1962,66.88,Etats-Unis,Hommes
USA,1963,73.5,Etats-Unis,Femmes
USA,1963,66.63,Etats-Unis,Hommes
USA,1964,73.81,Etats-Unis,Femmes
USA,1964,66.81999999999999,Etats-Unis,Hommes
USA,1965,73.93000000000001,Etats-Unis,Femmes
USA,1965,66.8,Etats-Unis,Hommes
USA,1966,73.97,Etats-Unis,Femmes
USA,1966,66.69,Etats-Unis,Hommes
USA,1967,74.33,Etats-Unis,Femmes
USA,1967,66.94,Etats-Unis,Hommes
USA,1968,74.08,Etats-Unis,Femmes
USA,1968,66.55,Etats-Unis,Hommes
USA,1969,74.40000000000001,Etats-Unis,Femmes
USA,1969,66.77,Etats-Unis,Hommes
USA,1970,74.65000000000001,Etats-Unis,Femmes
USA,1970,67.02,Etats-Unis,Hommes
USA,1971,74.98,Etats-Unis,Femmes
USA,1971,67.39,Etats-Unis,Hommes
USA,1972,75.11,Etats-Unis,Femmes
USA,1972,67.42,Etats-Unis,Hommes
USA,1973,75.31999999999999,Etats-Unis,Femmes
USA,1973,67.62,Etats-Unis,Hommes
USA,1974,75.84999999999999,Etats-Unis,Femmes
USA,1974,68.18000000000001,Etats-Unis,Hommes
USA,1975,76.45999999999999,Etats-Unis,Femmes
USA,1975,68.72,Etats-Unis,Hommes
USA,1976,76.68000000000001,Etats-Unis,Femmes
USA,1976,69.08,Etats-Unis,Hommes
USA,1977,77.09,Etats-Unis,Femmes
USA,1977,69.41,Etats-Unis,Hommes
USA,1978,77.23,Etats-Unis,Femmes
USA,1978,69.62,Etats-Unis,Hommes
USA,1979,77.66,Etats-Unis,Femmes
USA,1979,70.01000000000001,Etats-Unis,Hommes
USA,1980,77.48,Etats-Unis,Femmes
USA,1980,69.98,Etats-Unis,Hommes
USA,1981,77.8,Etats-Unis,Femmes
USA,1981,70.41,Etats-Unis,Hommes
USA,1982,78.08,Etats-Unis,Femmes
USA,1982,70.8,Etats-Unis,Hommes
USA,1983,78.09,Etats-Unis,Femmes
USA,1983,70.97,Etats-Unis,Hommes
USA,1984,78.17,Etats-Unis,Femmes
USA,1984,71.12,Etats-Unis,Hommes
USA,1985,78.18000000000001,Etats-Unis,Femmes
USA,1985,71.08,Etats-Unis,Hommes
USA,1986,78.27,Etats-Unis,Femmes
USA,1986,71.14,Etats-Unis,Hommes
USA,1987,78.36,Etats-Unis,Femmes
USA,1987,71.31,Etats-Unis,Hommes
USA,1988,78.31,Etats-Unis,Femmes
USA,1988,71.31999999999999,Etats-Unis,Hommes
USA,1989,78.56,Etats-Unis,Femmes
USA,1989,71.59999999999999,Etats-Unis,Hommes
USA,1990,78.84999999999999,Etats-Unis,Femmes
USA,1990,71.84999999999999,Etats-Unis,Hommes
USA,1991,78.97,Etats-Unis,Femmes
USA,1991,72.03,Etats-Unis,Hommes
USA,1992,79.18000000000001,Etats-Unis,Femmes
USA,1992,72.31999999999999,Etats-Unis,Hommes
USA,1993,78.94,Etats-Unis,Femmes
USA,1993,72.17,Etats-Unis,Hommes
USA,1994,79.06,Etats-Unis,Femmes
USA,1994,72.39,Etats-Unis,Hommes
USA,1995,79.08,Etats-Unis,Femmes
USA,1995,72.59,Etats-Unis,Hommes
USA,1996,79.22,Etats-Unis,Femmes
USA,1996,73.06999999999999,Etats-Unis,Hommes
USA,1997,79.38,Etats-Unis,Femmes
USA,1997,73.54000000000001,Etats-Unis,Hommes
USA,1998,79.43000000000001,Etats-Unis,Femmes
USA,1998,73.81,Etats-Unis,Hommes
USA,1999,79.34999999999999,Etats-Unis,Femmes
USA,1999,73.92,Etats-Unis,Hommes
USA,2000,79.43000000000001,Etats-Unis,Femmes
USA,2000,74.12,Etats-Unis,Hommes
USA,2001,79.52,Etats-Unis,Femmes
USA,2001,74.27,Etats-Unis,Hommes
USA,2002,79.58,Etats-Unis,Femmes
USA,2002,74.34999999999999,Etats-Unis,Hommes
USA,2003,79.7,Etats-Unis,Femmes
USA,2003,74.53,Etats-Unis,Hommes
USA,2004,80.06,Etats-Unis,Femmes
USA,2004,74.95999999999999,Etats-Unis,Hommes
USA,2005,80.06999999999999,Etats-Unis,Femmes
USA,2005,74.95,Etats-Unis,Hommes
USA,2006,80.33,Etats-Unis,Femmes
USA,2006,75.23,Etats-Unis,Hommes
USA,2007,80.56,Etats-Unis,Femmes
USA,2007,75.51000000000001,Etats-Unis,Hommes
USA,2008,80.59,Etats-Unis,Femmes
USA,2008,75.64,Etats-Unis,Hommes
USA,2009,80.91,Etats-Unis,Femmes
USA,2009,76.01000000000001,Etats-Unis,Hommes
USA,2010,81.06999999999999,Etats-Unis,Femmes
USA,2010,76.23999999999999,Etats-Unis,Hommes
USA,2011,81.08,Etats-Unis,Femmes
USA,2011,76.31999999999999,Etats-Unis,Hommes
USA,2012,81.19,Etats-Unis,Femmes
USA,2012,76.44,Etats-Unis,Hommes
USA,2013,81.19,Etats-Unis,Femmes
USA,2013,76.44,Etats-Unis,Hommes
USA,2014,81.27,Etats-Unis,Femmes
USA,2014,76.48999999999999,Etats-Unis,Hommes
USA,2015,81.14,Etats-Unis,Femmes
USA,2015,76.33,Etats-Unis,Hommes
USA,2016,81.18000000000001,Etats-Unis,Femmes
USA,2016,76.23,Etats-Unis,Hommes
USA,2017,81.18000000000001,Etats-Unis,Femmes
USA,2017,76.18000000000001,Etats-Unis,Hommes
USA,2018,81.34,Etats-Unis,Femmes
USA,2018,76.33,Etats-Unis,Hommes
USA,2019,81.48,Etats-Unis,Femmes
USA,2019,76.45999999999999,Etats-Unis,Hommes
USA,2020,79.90000000000001,Etats-Unis,Femmes
USA,2020,74.36,Etats-Unis,Hommes
USA,2021,79.42,Etats-Unis,Femmes
USA,2021,73.65000000000001,Etats-Unis,Hommes
