country,countryEn,year,page,rank,region,regionEn,cages,countryflag,countryflagEn,data
Japon,Japan,2070,10.88965797424316,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2070,10.6878490447998,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2070,7.244229316711426,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2070,46.64996337890625,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2070,36.81678009033203,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2070,36.06961059570313,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2070,31.38791656494141,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2070,30.59515380859375,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2070,29.74528884887695,6,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2070,28.51895141601563,7,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
France,France,2070,27.6538257598877,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2070,25.69219017028809,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2070,24.63776016235352,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2070,23.64715194702148,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2070,17.5486946105957,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2071,20.23015785217285,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2071,14.88461494445801,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2071,14.76215076446533,3,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
France,France,2071,14.54459190368652,4,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Russie,Russian Federation,2071,14.31426525115967,5,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Portugal,Portugal,2071,13.89474868774414,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2071,13.48889541625977,7,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2071,13.35894584655762,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Turquie,Türkiye,2071,12.08232116699219,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2071,10.95150375366211,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2071,10.74035835266113,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2071,7.314671993255615,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2071,46.71546936035156,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2071,36.82490921020508,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2071,36.15458679199219,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2071,31.62985420227051,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2071,30.56770324707031,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2071,29.69891929626465,6,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2071,28.74440383911133,7,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
France,France,2071,27.84152603149414,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2071,25.89330291748047,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2071,24.99799919128418,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2071,23.58534049987793,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2071,17.71103858947754,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2072,20.12865447998047,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2072,14.88996505737305,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2072,14.68218994140625,3,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
France,France,2072,14.5760383605957,4,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Russie,Russian Federation,2072,14.37702369689941,5,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Portugal,Portugal,2072,13.9467191696167,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2072,13.45115852355957,7,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2072,13.38392543792725,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Turquie,Türkiye,2072,12.04725456237793,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2072,11.02327728271484,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2072,10.7961483001709,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2072,7.39585018157959,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2072,46.85169982910156,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2072,36.86551666259766,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2072,36.27327346801758,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2072,31.8806266784668,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2072,30.52957725524902,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2072,29.67727470397949,6,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2072,29.0147590637207,7,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
France,France,2072,28.04290199279785,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2072,26.1142749786377,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2072,25.35237503051758,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2072,23.57560920715332,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2072,17.89712142944336,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2073,20.03511238098145,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2073,14.89620971679688,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
France,France,2073,14.61030197143555,3,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Mexique,Mexico,2073,14.60394477844238,4,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2073,14.45685768127441,5,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Portugal,Portugal,2073,13.99568367004395,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2073,13.42319202423096,7,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2073,13.42091941833496,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Turquie,Türkiye,2073,12.02166271209717,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2073,11.10175514221191,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2073,10.85471630096436,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2073,7.484192848205566,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2073,47.03250503540039,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2073,36.92641830444336,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2073,36.41728591918945,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2073,32.15374374389648,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2073,30.51191139221191,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2073,29.68133544921875,6,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2073,29.33233070373535,7,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
France,France,2073,28.24856758117676,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2073,26.33256149291992,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2073,25.705322265625,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2073,23.64517402648926,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2073,18.10019683837891,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2074,19.94845962524414,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2074,14.90233421325684,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
France,France,2074,14.64675045013428,3,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Russie,Russian Federation,2074,14.54955863952637,4,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Mexique,Mexico,2074,14.52696418762207,5,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Portugal,Portugal,2074,14.04016399383545,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2074,13.46599388122559,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2074,13.40475177764893,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Turquie,Türkiye,2074,12.0028190612793,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2074,11.18548774719238,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2074,10.91464996337891,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2074,7.577311515808105,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2074,47.18535995483398,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2074,36.99495697021484,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2074,36.5775146484375,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2074,32.45493316650391,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2074,30.5069408416748,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2074,29.68525314331055,6,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Irlande,Ireland,2074,29.66859245300293,7,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
France,France,2074,28.45904731750488,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2074,26.52848434448242,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2074,26.05913734436035,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2074,23.75765228271484,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2074,18.31899642944336,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2075,19.86713790893555,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2075,14.90787315368652,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
France,France,2075,14.68381881713867,3,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Russie,Russian Federation,2075,14.64943408966064,4,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Mexique,Mexico,2075,14.45188808441162,5,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Portugal,Portugal,2075,14.08113479614258,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2075,13.51658058166504,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2075,13.39719295501709,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Turquie,Türkiye,2075,11.98893737792969,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2075,11.27202987670898,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2075,10.97457313537598,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2075,7.673317909240723,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2075,47.35140609741211,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2075,37.06729125976563,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2075,36.74029159545898,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2075,32.78370666503906,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2075,30.51536750793457,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2075,30.00664520263672,6,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2075,29.68368911743164,7,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
France,France,2075,28.67620277404785,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2075,26.69357681274414,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2075,26.41462516784668,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2075,23.87643814086914,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2075,18.55461692810059,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2076,19.78862571716309,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2076,14.91192817687988,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Russie,Russian Federation,2076,14.75230407714844,3,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
France,France,2076,14.71830368041992,4,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Mexique,Mexico,2076,14.3796443939209,5,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Portugal,Portugal,2076,14.11738586425781,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2076,13.57023429870605,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2076,13.39972972869873,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Turquie,Türkiye,2076,11.97848510742188,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2076,11.35842514038086,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2076,11.03418064117432,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2076,7.769346714019775,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2076,47.58297729492188,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2076,37.14675140380859,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2076,36.89126205444336,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2076,33.13658905029297,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Portugal,Portugal,2076,30.54019737243652,5,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2076,30.3366527557373,6,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2076,29.68076515197754,7,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
France,France,2076,28.88676071166992,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Etats-Unis,United States of America,2076,26.83322906494141,9,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Mexique,Mexico,2076,26.77194595336914,10,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Russie,Russian Federation,2076,24.03923606872559,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2076,18.79423522949219,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2077,19.71185493469238,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Etats-Unis,United States of America,2077,14.9136848449707,2,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Russie,Russian Federation,2077,14.85469627380371,3,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
France,France,2077,14.74795246124268,4,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Mexique,Mexico,2077,14.30887603759766,5,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Portugal,Portugal,2077,14.14839553833008,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2077,13.62306213378906,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2077,13.4107837677002,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Turquie,Türkiye,2077,11.96958065032959,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2077,11.44259452819824,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2077,11.09102153778076,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2077,7.864211082458496,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2077,47.85812377929688,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2077,37.23144912719727,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2077,37.03404998779297,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2077,33.51192855834961,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Irlande,Ireland,2077,30.64286613464355,5,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Portugal,Portugal,2077,30.52605056762695,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2077,29.68314361572266,7,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
France,France,2077,29.07984161376953,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
Mexique,Mexico,2077,27.13042831420898,9,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Etats-Unis,United States of America,2077,26.96091270446777,10,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
Russie,Russian Federation,2077,24.2891788482666,11,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Projection
Israel,Israel,2077,19.03446388244629,12,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Projection
Israel,Israel,2078,19.63640022277832,1,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Projection
Russie,Russian Federation,2078,14.95196342468262,2,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Projection
Etats-Unis,United States of America,2078,14.91272354125977,3,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Projection
France,France,2078,14.77146053314209,4,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Projection
Mexique,Mexico,2078,14.2388277053833,5,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Projection
Portugal,Portugal,2078,14.17359733581543,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Irlande,Ireland,2078,13.67220306396484,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Allemagne,Germany,2078,13.43148231506348,8,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Projection
Turquie,Türkiye,2078,11.96132278442383,9,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Japon,Japan,2078,11.52326679229736,10,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2078,11.14288330078125,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Projection
Corée du Sud,Republic of Korea,2078,7.957653999328613,12,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Corée du Sud,Republic of Korea,2078,48.10025024414063,1,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Projection
Japon,Japan,2078,37.32421493530273,2,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Projection
Italie,Italy,2078,37.16334915161133,3,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Projection
Turquie,Türkiye,2078,33.90351867675781,4,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Projection
Irlande,Ireland,2078,30.91618156433105,5,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Projection
Portugal,Portugal,2078,30.45719337463379,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Projection
Allemagne,Germany,2078,29.69746589660645,7,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Projection
France,France,2078,29.26383018493652,8,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Projection
