country,countryEn,year,page,rank,region,regionEn,cages,countryflag,countryflagEn,data
Mexique,Mexico,1950,44.15218353271484,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1950,42.85117721557617,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1950,40.58729553222656,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Japon,Japan,1950,35.2234001159668,4,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1950,32.08168792724609,5,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Russie,Russia,1950,30.28284645080566,6,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1950,29.58623886108398,7,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Irlande,Ireland,1950,28.6201000213623,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1950,27.29302597045898,9,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Italie,Italy,1950,26.64409637451172,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1950,24.06886863708496,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1950,22.71804237365723,12,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
France,France,1950,11.38432884216309,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1950,10.96082782745361,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1950,8.980990409851074,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1950,8.09135913848877,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1950,7.974687099456787,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1950,7.025485515594482,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1950,5.107194900512695,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1950,4.898305416107178,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1950,3.965062856674194,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1950,3.768801212310791,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,1950,3.000905513763428,11,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1950,2.743365287780762,12,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1951,44.47813034057617,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1951,42.78314971923828,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1951,40.56593704223633,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Japon,Japan,1951,34.91729736328125,4,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1951,32.86611938476563,5,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Russie,Russia,1951,29.88582229614258,6,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1951,29.34560394287109,7,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Irlande,Ireland,1951,28.72834777832031,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1951,27.74272155761719,9,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Italie,Italy,1951,26.42852020263672,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1951,23.59992599487305,11,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1951,23.11480140686035,12,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
France,France,1951,11.40173435211182,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1951,10.8095235824585,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1951,9.278141021728516,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1951,8.212247848510742,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1951,8.068557739257813,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1951,7.11617374420166,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1951,5.152698516845703,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1951,4.934143543243408,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1951,4.026179790496826,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1951,3.799291133880615,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,1951,2.988413095474243,11,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1951,2.71508264541626,12,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1952,44.82234573364258,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1952,42.39598846435547,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1952,40.5960578918457,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Japon,Japan,1952,34.55669403076172,4,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1952,33.56893920898438,5,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Russie,Russia,1952,29.26495552062988,6,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Portugal,Portugal,1952,29.22946929931641,7,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Irlande,Ireland,1952,28.78316497802734,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1952,28.18403244018555,9,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Italie,Italy,1952,26.18118286132813,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
France,France,1952,23.51653289794922,11,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1952,23.15163803100586,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1952,11.40674018859863,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1952,10.74766254425049,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1952,9.558246612548828,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1952,8.335251808166504,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1952,8.158454895019531,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1952,7.201419353485107,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1952,5.167059421539307,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1952,5.014084339141846,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1952,4.084240436553955,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1952,3.833339929580688,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,1952,2.969537258148193,11,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1952,2.740883827209473,12,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1953,45.16709899902344,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1953,41.80965805053711,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1953,40.65245056152344,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Japon,Japan,1953,34.25308609008789,4,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1953,34.19977569580078,5,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Portugal,Portugal,1953,29.11383628845215,6,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Irlande,Ireland,1953,28.8504695892334,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Etats-Unis,United-States,1953,28.63268280029297,8,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Russie,Russia,1953,28.5193042755127,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Italie,Italy,1953,25.81498336791992,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
France,France,1953,23.92016410827637,11,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1953,22.66908836364746,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1953,11.41113376617432,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1953,10.83032703399658,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1953,9.826166152954102,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1953,8.4771728515625,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1953,8.243661880493164,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1953,7.315595626831055,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1953,5.279233932495117,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1953,5.099390506744385,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1953,4.142650127410889,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1953,3.872126340866089,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,1953,2.944215774536133,11,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1953,2.797739744186401,12,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1954,45.48458099365234,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1954,41.28102111816406,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1954,40.71523666381836,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Israel,Israel,1954,34.75303268432617,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Japon,Japan,1954,33.82843780517578,5,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Etats-Unis,United-States,1954,29.10485076904297,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1954,29.02917671203613,7,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Irlande,Ireland,1954,29.01322937011719,8,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Russie,Russia,1954,27.90818977355957,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Italie,Italy,1954,25.44204521179199,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
France,France,1954,24.31570243835449,11,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1954,22.1133918762207,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1954,11.41512775421143,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1954,10.90113544464111,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1954,10.07957077026367,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1954,8.640677452087402,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1954,8.328110694885254,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1954,7.369791507720947,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1954,5.381839752197266,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1954,5.192150592803955,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1954,4.206177234649658,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1954,3.919056415557861,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Mexique,Mexico,1954,2.918426990509033,11,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1954,2.862179040908813,12,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1955,45.76597595214844,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Corée du Sud,South Korea,1955,40.89469146728516,2,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Turquie,Türkiye,1955,40.77535247802734,3,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Israel,Israel,1955,35.21272659301758,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Japon,Japan,1955,33.13043975830078,5,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Etats-Unis,United-States,1955,29.58784675598145,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1955,29.29325294494629,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Portugal,Portugal,1955,29.07436561584473,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1955,27.56477355957031,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
Italie,Italy,1955,25.14379501342773,10,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
France,France,1955,24.74886512756348,11,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Allemagne,Germany,1955,21.54115676879883,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1955,11.41867446899414,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1955,10.94405364990234,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1955,10.30910396575928,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1955,8.810378074645996,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1955,8.411255836486816,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1955,7.478153705596924,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1955,5.406610012054443,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1955,5.277216911315918,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1955,4.284096717834473,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1955,3.971525192260742,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1955,2.925112009048462,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1955,2.895447492599487,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1956,46.00434875488281,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1956,40.99770736694336,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1956,40.63676452636719,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1956,35.55702590942383,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Japon,Japan,1956,32.32718276977539,5,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Etats-Unis,United-States,1956,30.0371208190918,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1956,29.66372489929199,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Portugal,Portugal,1956,29.22406387329102,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1956,27.42566108703613,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
France,France,1956,25.25300025939941,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1956,24.9668025970459,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1956,21.07881927490234,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1956,11.40431880950928,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1956,11.01191139221191,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1956,10.51833534240723,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1956,8.931912422180176,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1956,8.482654571533203,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1956,7.5663743019104,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1956,5.49692964553833,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1956,5.354317188262939,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1956,4.381794452667236,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1956,4.007324695587158,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1956,2.982204914093018,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1956,2.87510085105896,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1957,46.2126350402832,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1957,41.33999633789063,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1957,40.50421142578125,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1957,35.76756286621094,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Japon,Japan,1957,31.53825569152832,5,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Etats-Unis,United-States,1957,30.39607620239258,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1957,30.05504417419434,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Portugal,Portugal,1957,29.39278984069824,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1957,27.78452682495117,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
France,France,1957,25.71269607543945,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1957,24.92670631408691,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1957,20.88606071472168,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1957,11.39253520965576,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
Irlande,Ireland,1957,11.07410335540771,2,Europe,Europe,65 ans et plus,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Allemagne,Germany,1957,10.83168315887451,3,Europe,Europe,65 ans et plus,Allemagne 🇩🇪,Germany 🇩🇪,Observation
Italie,Italy,1957,9.04255485534668,4,Europe,Europe,65 ans et plus,Italie 🇮🇹,Italy 🇮🇹,Observation
Etats-Unis,United-States,1957,8.552343368530273,5,Amérique,America,65 ans et plus,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Portugal,Portugal,1957,7.586710453033447,6,Europe,Europe,65 ans et plus,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1957,5.59414005279541,7,Europe,Europe,65 ans et plus,Russie 🇷🇺,Russia 🇷🇺,Observation
Japon,Japan,1957,5.423065662384033,8,Asie,Asia,65 ans et plus,Japon 🇯🇵,Japan 🇯🇵,Observation
Israel,Israel,1957,4.490590572357178,9,Turquie et Israel,Turkey and Israel,65 ans et plus,Israel 🇮🇱,Israel 🇮🇱,Observation
Turquie,Türkiye,1957,4.031188488006592,10,Turquie et Israel,Turkey and Israel,65 ans et plus,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1957,3.030781984329224,11,Asie,Asia,65 ans et plus,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Mexique,Mexico,1957,2.854522466659546,12,Amérique,America,65 ans et plus,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Mexique,Mexico,1958,46.40952682495117,1,Amérique,America,Moins de 15 ans,Mexique 🇲🇽,Mexico 🇲🇽,Observation
Turquie,Türkiye,1958,41.62639999389648,2,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Turquie 🇹🇷,Turkey 🇹🇷,Observation
Corée du Sud,South Korea,1958,40.59436416625977,3,Asie,Asia,Moins de 15 ans,Corée du Sud 🇰🇷,South 🇰🇷 Korea,Observation
Israel,Israel,1958,35.81221771240234,4,Turquie et Israel,Turkey and Israel,Moins de 15 ans,Israel 🇮🇱,Israel 🇮🇱,Observation
Japon,Japan,1958,30.75908279418945,5,Asie,Asia,Moins de 15 ans,Japon 🇯🇵,Japan 🇯🇵,Observation
Etats-Unis,United-States,1958,30.68462562561035,6,Amérique,America,Moins de 15 ans,Etats-Unis 🇺🇸,United States 🇺🇸,Observation
Irlande,Ireland,1958,30.38777732849121,7,Europe,Europe,Moins de 15 ans,Irlande 🇮🇪,Ireland 🇮🇪,Observation
Portugal,Portugal,1958,29.46503829956055,8,Europe,Europe,Moins de 15 ans,Portugal 🇵🇹,Portugal 🇵🇹,Observation
Russie,Russia,1958,28.69828033447266,9,Europe,Europe,Moins de 15 ans,Russie 🇷🇺,Russia 🇷🇺,Observation
France,France,1958,26.0350341796875,10,Europe,Europe,Moins de 15 ans,France 🇫🇷,France 🇫🇷,Observation
Italie,Italy,1958,24.92049407958984,11,Europe,Europe,Moins de 15 ans,Italie 🇮🇹,Italy 🇮🇹,Observation
Allemagne,Germany,1958,20.88587379455566,12,Europe,Europe,Moins de 15 ans,Allemagne 🇩🇪,Germany 🇩🇪,Observation
France,France,1958,11.41464996337891,1,Europe,Europe,65 ans et plus,France 🇫🇷,France 🇫🇷,Observation
