popname,annee,edv,pays,sexe,index,flag,maxEdv,minEdv
SWE,2009,83.32,Suède,Femmes,9,🇸🇪,86.339996,80.910004
SWE,2010,83.470001,Suède,Femmes,9,🇸🇪,86.25,81.07
SWE,2011,83.660004,Suède,Femmes,9,🇸🇪,85.860001,81.080002
SWE,2012,83.529999,Suède,Femmes,9,🇸🇪,86.370003,81.190002
SWE,2013,83.709999,Suède,Femmes,9,🇸🇪,86.559998,81.190002
SWE,2014,84.050003,Suède,Femmes,9,🇸🇪,86.769997,81.269997
SWE,2015,84.019997,Suède,Femmes,9,🇸🇪,86.980003,81.139999
SWE,2016,84.080002,Suède,Femmes,9,🇸🇪,87.129997,81.18
SWE,2017,84.110001,Suède,Femmes,9,🇸🇪,87.269997,81.18
SWE,2018,84.25,Suède,Femmes,9,🇸🇪,87.32,81.339996
SWE,2019,84.730003,Suède,Femmes,9,🇸🇪,87.449997,81.480003
SWE,2020,84.290001,Suède,Femmes,9,🇸🇪,87.75,79.900002
SWE,2021,84.82,Suède,Femmes,9,🇸🇪,87.610001,79.419998
SWE,2022,84.75,Suède,Femmes,9,🇸🇪,87.120003,80.300003
SWE,2023,84.910004,Suède,Femmes,9,🇸🇪,87.18,81.199997
SWE,2024,85.349998,Suède,Femmes,9,🇸🇪,85.349998,83.900002
SWE,1950,69.849998,Suède,Hommes,9,🇸🇪,69.849998,57.57
SWE,1951,70.040001,Suède,Hommes,9,🇸🇪,70.040001,59.099998
SWE,1952,70.419998,Suède,Hommes,9,🇸🇪,70.419998,61.259998
SWE,1953,70.43,Suède,Hommes,9,🇸🇪,70.43,61.540001
SWE,1954,70.860001,Suède,Hommes,9,🇸🇪,70.860001,62.470001
SWE,1955,71.050003,Suède,Hommes,9,🇸🇪,71.050003,63.619999
SWE,1956,70.959999,Suède,Hommes,9,🇸🇪,70.959999,63.43
SWE,1957,70.75,Suède,Hommes,9,🇸🇪,70.75,63.27
SWE,1958,71.529999,Suède,Hommes,9,🇸🇪,71.529999,64.75
SWE,1959,71.580002,Suède,Hommes,9,🇸🇪,71.580002,65.120003
SWE,1960,71.239998,Suède,Hommes,9,🇸🇪,71.239998,65.300003
SWE,1961,71.639999,Suède,Hommes,9,🇸🇪,71.639999,65.910004
SWE,1962,71.360001,Suède,Hommes,9,🇸🇪,71.360001,66.199997
SWE,1963,71.529999,Suède,Hommes,9,🇸🇪,71.529999,66.550003
SWE,1964,71.620003,Suède,Hommes,9,🇸🇪,71.620003,66.82
SWE,1965,71.739998,Suède,Hommes,9,🇸🇪,71.739998,66.800003
SWE,1966,71.839996,Suède,Hommes,9,🇸🇪,71.839996,66.690002
SWE,1967,71.849998,Suède,Hommes,9,🇸🇪,71.849998,66.940002
SWE,1968,71.709999,Suède,Hommes,9,🇸🇪,71.709999,66.550003
SWE,1969,71.709999,Suède,Hommes,9,🇸🇪,71.709999,66.769997
SWE,1970,72.230003,Suède,Hommes,9,🇸🇪,72.230003,67.019997
SWE,1971,71.970001,Suède,Hommes,9,🇸🇪,71.970001,67.389999
SWE,1972,72.029999,Suède,Hommes,9,🇸🇪,72.029999,67.419998
SWE,1973,72.160004,Suède,Hommes,9,🇸🇪,72.160004,67.620003
SWE,1974,72.199997,Suède,Hommes,9,🇸🇪,72.199997,68.18
SWE,1975,72.169998,Suède,Hommes,9,🇸🇪,72.169998,68.720001
SWE,1976,72.160004,Suède,Hommes,9,🇸🇪,72.160004,69.080002
SWE,1977,72.410004,Suède,Hommes,9,🇸🇪,72.669998,69.410004
SWE,1978,72.459999,Suède,Hommes,9,🇸🇪,72.959999,69.620003
SWE,1979,72.5,Suède,Hommes,9,🇸🇪,73.43,70.010002
SWE,1980,72.779999,Suède,Hommes,9,🇸🇪,73.379997,69.980003
SWE,1981,73.080002,Suède,Hommes,9,🇸🇪,73.809998,70.370003
SWE,1982,73.43,Suède,Hommes,9,🇸🇪,74.260002,70.709999
SWE,1983,73.629997,Suède,Hommes,9,🇸🇪,74.239998,70.730003
SWE,1984,73.849998,Suède,Hommes,9,🇸🇪,74.599998,71.120003
SWE,1985,73.779999,Suède,Hommes,9,🇸🇪,74.889999,71.080002
SWE,1986,73.980003,Suède,Hommes,9,🇸🇪,75.269997,71.139999
SWE,1987,74.160004,Suède,Hommes,9,🇸🇪,75.650002,71.309998
SWE,1988,74.129997,Suède,Hommes,9,🇸🇪,75.589996,71.32
SWE,1989,74.779999,Suède,Hommes,9,🇸🇪,75.970001,71.599998
SWE,1990,74.809998,Suède,Hommes,9,🇸🇪,75.940002,71.849998
SWE,1991,74.949997,Suède,Hommes,9,🇸🇪,76.160004,72.029999
SWE,1992,75.360001,Suède,Hommes,9,🇸🇪,76.129997,72.32
SWE,1993,75.489998,Suède,Hommes,9,🇸🇪,76.269997,72.169998
SWE,1994,76.080002,Suède,Hommes,9,🇸🇪,76.589996,72.389999
SWE,1995,76.18,Suède,Hommes,9,🇸🇪,76.410004,72.589996
SWE,1996,76.519997,Suède,Hommes,9,🇸🇪,77.029999,73.059998
SWE,1997,76.699997,Suède,Hommes,9,🇸🇪,77.239998,73.540001
SWE,1998,76.870003,Suède,Hommes,9,🇸🇪,77.209999,73.809998
SWE,1999,77.07,Suède,Hommes,9,🇸🇪,77.169998,73.919998
SWE,2000,77.379997,Suède,Hommes,9,🇸🇪,77.68,74.120003
SWE,2001,77.540001,Suède,Hommes,9,🇸🇪,78.010002,74.269997
SWE,2002,77.709999,Suède,Hommes,9,🇸🇪,78.279999,74.349998
SWE,2003,77.910004,Suède,Hommes,9,🇸🇪,78.32,74.529999
SWE,2004,78.349998,Suède,Hommes,9,🇸🇪,78.610001,74.959999
SWE,2005,78.419998,Suède,Hommes,9,🇸🇪,78.5,74.949997
SWE,2006,78.690002,Suède,Hommes,9,🇸🇪,78.919998,75.230003
SWE,2007,78.93,Suède,Hommes,9,🇸🇪,79.099998,75.510002
SWE,2008,79.089996,Suède,Hommes,9,🇸🇪,79.209999,75.639999
SWE,2009,79.339996,Suède,Hommes,9,🇸🇪,79.510002,76.010002
SWE,2010,79.519997,Suède,Hommes,9,🇸🇪,79.540001,76.239998
SWE,2011,79.800003,Suède,Hommes,9,🇸🇪,79.800003,76.32
SWE,2012,79.870003,Suède,Hommes,9,🇸🇪,79.910004,76.440002
SWE,2013,80.099998,Suède,Hommes,9,🇸🇪,80.199997,76.440002
SWE,2014,80.349998,Suède,Hommes,9,🇸🇪,80.489998,76.489998
SWE,2015,80.32,Suède,Hommes,9,🇸🇪,80.720001,76.330002
SWE,2016,80.57,Suède,Hommes,9,🇸🇪,80.93,76.230003
SWE,2017,80.730003,Suède,Hommes,9,🇸🇪,81.059998,76.18
SWE,2018,80.790001,Suède,Hommes,9,🇸🇪,81.220001,76.330002
SWE,2019,81.349998,Suède,Hommes,9,🇸🇪,81.370003,76.459999
SWE,2020,80.599998,Suède,Hommes,9,🇸🇪,81.580002,74.360001
SWE,2021,81.220001,Suède,Hommes,9,🇸🇪,81.480003,73.650002
SWE,2022,81.360001,Suède,Hommes,9,🇸🇪,81.360001,74.919998
SWE,2023,81.589996,Suède,Hommes,9,🇸🇪,81.589996,75.989998
SWE,2024,82.290001,Suède,Hommes,9,🇸🇪,82.290001,80.169998
